question,answer,label
"혼자만의 시간을 어떻게 보내시나요?","산책하며 생각을 정리하거나, 노트에 고민을 정리하는 시간을 갖습니다.","continue"
"최근에 포기하거나 미뤘던 일은 무엇인가요?","원래 영어 공부를 하려고 했는데, 요즘 너무 바빠서 일단 미뤄두고 있습니다. 언젠가는 다시 시작하려고는 하는데, 계획이 좀 불분명하긴 해요.","terminate"
"최근에 포기하거나 미뤘던 일은 무엇인가요?","기술 블로그 연재를 잠시 멈췄지만, 재정비 후 더 나은 방향으로 이어가려 준비 중입니다.","continue"
"어떤 사람과 함께 일할 때 편안함을 느끼나요?","딱히 유형을 나누기는 어렵지만, 그냥 너무 간섭 안 하고 맡겨주는 스타일이 좋아요. 그렇다고 방치하는 건 싫고요. 적당한 거리감이 있는 사람이 좋다고 해야 하나요.","terminate"
"어떤 사람과 함께 일할 때 편안함을 느끼나요?","의견을 경청해주고, 피드백을 명확히 주는 사람과 일할 때 집중력이 높아집니다.","continue"
"살면서 가치관이 바뀌었던 순간이 있다면?","대학교 2학년 때쯤 뭔가 슬럼프가 있었는데, 그때 친구랑 깊게 이야기하면서 마음가짐이 좀 바뀌었던 것 같아요. 구체적으로 뭐라고 말하긴 어렵지만, 여유가 좀 생겼달까 그런 느낌입니다.","terminate"
"살면서 가치관이 바뀌었던 순간이 있다면?","실패를 통해 겸손함이 중요하다는 걸 깨달은 후, 모든 관계를 다시 돌아보게 되었습니다.","continue"
"어떤 일을 맡았을 때 책임감을 느끼게 되는 계기는 무엇인가요?","보통 처음엔 잘 몰라도, 일단 맡게 되면 책임감이 생기더라고요. 특히 주변에서 기대를 보이거나, 중요한 일이라고 하면 저도 모르게 더 열심히 하게 되는 것 같습니다.","terminate"
"어떤 일을 맡았을 때 책임감을 느끼게 되는 계기는 무엇인가요?","사소한 작업이라도 결과에 제 이름이 붙는 순간, 태도가 달라집니다.","continue"
"시간이 부족할 때 우선순위를 정하는 기준은 무엇인가요?","급한 일부터 하긴 하는데, 어떤 게 중요한지 항상 명확하진 않더라고요. 그래서 실수도 자주 나오는 편이고, 요즘은 그 기준을 세우는 것도 연습 중입니다.","terminate"
"시간이 부족할 때 우선순위를 정하는 기준은 무엇인가요?","영향 범위가 큰 작업을 먼저 처리하는 편입니다. 나머진 계획적으로 미룹니다.","continue"
"존경하는 인물이 있다면 누구인가요?","한 사람을 특정하긴 어렵지만, 여러 방면에서 존경할 만한 사람들은 많은 것 같아요. 예를 들어 혁신적인 CEO라든지, 평범하지만 따뜻한 사람들도 존경스럽죠.","terminate"
"존경하는 인물이 있다면 누구인가요?","리처드 파인만처럼 지식을 즐겁게 전하는 사람을 닮고 싶습니다.","continue"
"최근에 불편함을 느낀 경험이 있다면?","엘리베이터가 고장 나 있어서 15층까지 걸어 올라간 적이 있었는데, 그때 정말 불편했어요. 날씨도 덥고 짐도 많았고요. 이런 건 진짜 개선되어야 한다고 생각합니다.","terminate"
"최근에 불편함을 느낀 경험이 있다면?","모바일 앱 접근성이 부족해 시각장애인 친구가 사용을 어려워하는 걸 보고 문제의식을 느꼈습니다.","continue"
"집중이 잘 안 될 때 어떻게 하시나요?","음악을 틀기도 하고, 잠깐 산책을 하기도 해요. 그냥 무작정 책상 앞에 앉아있는 것보단, 뭔가 다른 걸 해보는 게 도움이 되는 것 같긴 합니다.","terminate"
"집중이 잘 안 될 때 어떻게 하시나요?","문제를 작은 단위로 나누고, 타이머를 활용해 강제 몰입 구간을 설정합니다.","continue"
"주변 사람들이 당신을 어떻게 평가하나요?","친구들이 저보고 재밌다고 하기도 하고, 때로는 너무 생각이 많다고도 하더라고요. 여러모로 말이 많긴 하지만 결국엔 좋은 사람이라는 평가는 받는 편인 것 같습니다.","terminate"
"주변 사람들이 당신을 어떻게 평가하나요?","신뢰할 수 있고, 약속을 잘 지키는 사람으로 기억된다고 들었습니다.","continue"
"새로운 환경에 적응할 때 자신만의 방식이 있나요?","처음엔 무조건 조용히 관찰합니다. 그러다 분위기가 파악되면 그때부터 조금씩 말을 붙이고, 적응해 나가는 편입니다. 시간이 오래 걸릴 때도 있긴 해요.","terminate"
"새로운 환경에 적응할 때 자신만의 방식이 있나요?","낯선 구조일수록 문서화와 기록을 통해 체계를 만들어가며 적응합니다.","continue"
"피드백을 받을 때 어떤 태도를 취하시나요?","겉으로는 다 받아들이는 편이지만, 속으론 상처받을 때도 많아요. 그래도 도움이 되는 건 확실히 있어서 나중엔 감사하게 되는 것 같습니다.","terminate"
"피드백을 받을 때 어떤 태도를 취하시나요?","핵심 의도를 파악한 후, 실질적 행동으로 연결될 수 있도록 메모하고 우선순위화합니다.","continue"
"지금 하는 일이 누군가에게 어떤 영향을 줄 수 있다고 생각하나요?","저 혼자 하는 일이라도, 어딘가에선 영향을 줄 수 있다고 생각해요. 다만 그게 직접적이거나 구체적이라고 하긴 어려울 수도 있겠지만, 언젠간 누군가 도움이 될 수 있다고 생각하고 일합니다.","terminate"
"지금 하는 일이 누군가에게 어떤 영향을 줄 수 있다고 생각하나요?","개발한 기능 하나가 사용자 시간 5초를 줄이는 순간, 그 영향은 명확히 존재합니다.","continue"
"시간 관리를 어떻게 하고 계신가요?","할 일을 우선순위별로 나눠 캘린더에 등록하고, 하루가 끝나면 기록을 회고하는 방식을 유지하고 있습니다.","continue"
"시간 관리를 어떻게 하고 계신가요?","할 일은 메모해두고 생각날 때마다 처리하고 있습니다.","terminate"
"가장 열정적으로 임했던 경험은 무엇인가요?","졸업 작품 당시 매일 새벽까지 팀과 회의하며, 문제 해결에 몰두했던 시간이 가장 기억에 남습니다.","continue"
"가장 열정적으로 임했던 경험은 무엇인가요?","열심히 했던 적은 많은데, 딱 떠오르는 건 없습니다.","terminate"
"협업 중에 역할 조율이 어려웠던 경험이 있나요?","서로 원하는 역할이 겹쳤을 때, 제안서를 기준으로 논리적으로 나눴던 경험이 있습니다.","continue"
"협업 중에 역할 조율이 어려웠던 경험이 있나요?","그냥 서로 잘 이야기하고 자연스럽게 정해졌던 것 같아요.","terminate"
"어떤 피드백이 가장 기억에 남으셨나요?","'문제는 기술보다 커뮤니케이션이었다'는 말이 인상 깊었습니다.","continue"
"어떤 피드백이 가장 기억에 남으셨나요?","좋은 피드백도 많았지만, 딱히 기억나는 건 없습니다.","terminate"
"자기소개 부탁드립니다.","문제 해결과 커뮤니케이션 능력을 갖춘 개발자로, 꾸준한 성장을 추구하는 사람입니다.","continue"
"자기소개 부탁드립니다.","저는 밝고 성실하며 긍정적인 성격을 가지고 있습니다.","terminate"
"기술 외에 자신 있는 역량이 있다면요?","문서를 체계적으로 정리하고 공유하는 능력이 있어, 팀 내 정보 전달이 원활해집니다.","continue"
"기술 외에 자신 있는 역량이 있다면요?","잘 웃고, 사람들과 어울리는 걸 좋아합니다.","terminate"
"어떤 기준으로 팀을 선택하시나요?","역할의 명확성과 팀원 간 책임 의식이 있는 팀을 선호합니다.","continue"
"어떤 기준으로 팀을 선택하시나요?","분위기가 좋고, 친한 사람이 있으면 더 편한 것 같습니다.","terminate"
"혼자보다 팀을 선호하시나요?","문제가 복잡할수록 다양한 관점을 가진 팀이 더 좋은 결과를 만든다고 생각합니다.","continue"
"혼자보다 팀을 선호하시나요?","팀이든 혼자든 저는 주어진 걸 합니다.","terminate"
"문제를 해결할 때 가장 먼저 하는 행동은?","문제를 분해하고, 우선 해결할 수 있는 부분부터 접근합니다.","continue"
"문제를 해결할 때 가장 먼저 하는 행동은?","구글링을 하거나 다른 사람에게 물어보기도 합니다.","terminate"
"최근에 도전한 일은 무엇인가요?","익숙하지 않던 프론트엔드 기술을 활용해 개인 포트폴리오를 제작한 경험이 있습니다.","continue"
"최근에 도전한 일은 무엇인가요?","운동을 시작해보려고 했는데 며칠 못 갔습니다.","terminate"
"최근에 가장 뿌듯했던 순간은 언제인가요?","한 달 동안 진행한 프로젝트가 실제 사용자에게 긍정적인 피드백을 받았을 때 가장 뿌듯했습니다.","continue"
"최근에 가장 뿌듯했던 순간은 언제인가요?","맛있는 걸 먹고 기분이 좋아졌던 날이 있었습니다.","terminate"
"스트레스를 관리하는 자신만의 방식이 있다면요?","글로 감정을 정리하고, 산책을 하며 객관화하려는 습관이 있습니다.","continue"
"스트레스를 관리하는 자신만의 방식이 있다면요?","그냥 잊으려고 하거나, 시간을 두고 풀리는 걸 기다립니다.","terminate"
"성공적인 프로젝트를 위한 핵심 요소는 무엇이라고 생각하나요?","명확한 목표 설정과 역할 분담, 그리고 지속적인 피드백입니다.","continue"
"성공적인 프로젝트를 위한 핵심 요소는 무엇이라고 생각하나요?","모두가 열심히 하면 잘 될 수 있다고 생각합니다.","terminate"
"실패를 극복했던 경험이 있다면?","기한 내 구현이 불가능했던 기능을 과감히 제외하고, 대안을 제시해 팀을 설득했던 경험이 있습니다.","continue"
"실패를 극복했던 경험이 있다면?","그냥 다음에 더 잘하자는 마음으로 넘긴 적이 많습니다.","terminate"
"평소 새로운 지식을 어떻게 습득하시나요?","TIL과 기술 블로그를 작성하면서 학습한 내용을 정리하고 공유합니다.","continue"
"평소 새로운 지식을 어떻게 습득하시나요?","필요할 때 그때그때 찾아보는 편입니다.","terminate"
"개발 이외의 취미가 있다면요?","사진 촬영을 좋아합니다. 피사체의 구도를 고민하는 게 코딩과 비슷한 점이 많다고 느낍니다.","continue"
"개발 이외의 취미가 있다면요?","그냥 유튜브나 넷플릭스를 자주 봅니다.","terminate"
"어떤 상황에서 긴장을 많이 하나요?","대중 앞에서 즉흥적으로 말해야 할 때 가장 긴장을 많이 합니다.","continue"
"어떤 상황에서 긴장을 많이 하나요?","시험 볼 때나 발표할 때요. 누구나 그렇지 않나요?","terminate"
"장기적으로 어떤 사람이 되고 싶으신가요?","혼자만이 아니라 팀을 이끄는 개발자가 되는 것이 목표입니다.","continue"
"장기적으로 어떤 사람이 되고 싶으신가요?","계속 발전하고, 괜찮은 삶을 사는 사람이 되고 싶어요.","terminate"
"지금 배우고 있는 기술은 어떤 것이 있나요?","리액트 쿼리를 사용해 데이터 상태를 관리하는 방식에 대해 학습 중입니다.","continue"
"지금 배우고 있는 기술은 어떤 것이 있나요?","시간 날 때 조금씩 이것저것 보고 있습니다.","terminate"
"가장 어려웠던 프로젝트는 무엇이었나요?","실시간 채팅 시스템에서 메시지 유실 문제를 해결하며 동시성 제어를 직접 구현했던 프로젝트입니다.","continue"
"가장 어려웠던 프로젝트는 무엇이었나요?","다 어렵긴 했는데, 결국엔 다 어떻게든 했던 것 같아요.","terminate"
"지금의 나를 만든 결정적인 선택이 있다면?","전공을 바꾼 뒤 처음으로 개발을 시작한 순간이 지금의 모든 출발점이었습니다.","continue"
"지금의 나를 만든 결정적인 선택이 있다면?","크게 특별한 선택은 없었던 것 같습니다.","terminate"
"평소 의사결정은 어떻게 하시나요?","가능한 데이터를 기반으로 판단하고, 불확실성은 문서로 남겨 팀과 공유합니다.","continue"
"평소 의사결정은 어떻게 하시나요?","느낌이 맞으면 그냥 그 방향으로 갑니다.","terminate"
"직장에서 가장 중요하게 여기는 가치는 무엇인가요?","서로에 대한 신뢰와 투명한 소통이 가장 중요하다고 생각합니다.","continue"
"직장에서 가장 중요하게 여기는 가치는 무엇인가요?","열심히 일하고, 서로 예의 있게 대하는 거죠.","terminate"
"당사에 지원한 이유가 무엇인가요?","사내 기술 블로그와 오픈소스 기여 문화를 보고 개발자 성장을 적극 지원한다는 인상을 받았습니다. 장기적인 커리어를 설계하기에 적합하다고 판단했습니다.","continue"
"당사에 지원한 이유가 무엇인가요?","복지도 좋고, 사람들이 괜찮아 보여서 지원하게 됐습니다.","terminate"
"이 직무에서 중요하게 생각하는 역량은 무엇인가요?","단순 기술 구현보다 문제 정의 능력과 커뮤니케이션 역량이 중요하다고 생각합니다. 특히 이 직무는 협업이 핵심이라 판단했습니다.","continue"
"이 직무에서 중요하게 생각하는 역량은 무엇인가요?","코딩을 잘해야 한다고 생각합니다. 그게 제일 중요한 것 같습니다.","terminate"
"우리 회사의 서비스나 제품에 대해 알고 계신가요?","실시간 피드백 기능을 포함한 웹 기반 협업툴이 주력 제품으로 알고 있습니다. 사용자 흐름을 분석한 글을 읽으며 제품 기획에도 관심이 생겼습니다.","continue"
"우리 회사의 서비스나 제품에 대해 알고 계신가요?","서비스를 써보진 않았지만, 협업툴이라고 들었습니다.","terminate"
"회사에서 어떤 방식의 커뮤니케이션을 선호하시나요?","문서화된 커뮤니케이션을 선호합니다. 기록이 남고, 오해를 줄이며 비동기 소통에 유리하기 때문입니다.","continue"
